tmdbId,title,overview,genres
4485,Diva,"Jules, a young Parisian postman, secretly records a concert performance given by the opera singer Cynthia Hawkins, whom he idolises. The following day, Jules runs into a woman who is being pursued by armed thugs. Before she is killed, the woman slips an audio cassette into his mail bag...",Action|Drama|Thriller
4486,Jesus of Montreal,A group of actors putting on an interpretive Passion Play in Montreal begin to experience a meshing of their characters and their private lives as the production takes form against the growing opposition of the Catholic church.,Drama|Comedy|Romance
4415,Les Misérables,"In 19th century France, Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",Crime|Drama|History|Romance
4488,Friday the 13th,Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning.,Horror
4497,Viridiana,"Viridiana is preparing to start her life as a nun when she is sent, somewhat unwillingly, to visit her aging uncle, Don Jaime. He supports her; but the two have met only once. Jaime thinks Viridiana resembles his dead wife. Viridiana has secretly despised this man all her life and finds her worst fears proven when Jaime grows determined to seduce his pure niece. Viridiana becomes undone as her uncle upends the plans she had made to join the convent.",Drama
4520,Sleuth,"Locked in a high-tech English manor, bound in a deadly duel of wits, Andrew Wyke and Milo Tindle come together as English gentlemen to discuss the matter of Wyke's wife: the woman both are sleeping with.",Drama|Mystery|Thriller
4437,2010,"While planet Earth poises on the brink of nuclear self-destruction, a team of Russian and American scientists aboard the Leonov hurtles to a rendezvous with the still-orbiting Discovery spacecraft and its sole known survivor, the homicidal computer HAL.",Thriller|Science Fiction
4538,The Darjeeling Limited,"Three American brothers who have not spoken to each other in a year set off on a train voyage across India with a plan to find themselves and bond with each other -- to become brothers again like they used to be. Their ""spiritual quest"", however, veers rapidly off-course (due to events involving over-the-counter pain killers, Indian cough syrup, and pepper spray).",Adventure|Drama|Comedy
4539,Hearts of Darkness: A Filmmaker's Apocalypse,"A chronicle of the production problems — including bad weather, actors' health, war near the filming locations, and more — which plagued the filming of Apocalypse Now, increasing costs and nearly destroying the life and career of Francis Ford Coppola.",Documentary
4543,Monty Python's The Meaning of Life,"Life's questions are 'answered' in a series of outrageous vignettes, beginning with a staid London insurance company which transforms before our eyes into a pirate ship. Then there's the National Health doctors who try to claim a healthy liver from a still-living donor. The world's most voracious glutton brings the art of vomiting to new heights before his spectacular demise.",Comedy
4552,A Tale of Two Sisters,"Two sisters return home after a stay in a mental institution, only to face disturbing events and a strained relationship with their stepmother. As eerie occurrences unfold, dark family secrets begin to surface, blurring the line between reality and nightmare.",Drama|Horror|Mystery
4561,The Story of O,"The beautiful O is taken by her boyfriend, Rene, to a bizarre retreat, where she is trained in bondage and sexual perversion...",Drama
4587,Mermaids,"Fifteen-year-old Charlotte Flax is tired of her wacky mom moving their family to a different town any time she feels it is necessary. When they move to a small Massachusetts town and Mrs. Flax begins dating a shopkeeper, Charlotte and her 9-year-old sister, Kate, hope that they can finally settle down. But when Charlotte's attraction to an older man gets in the way, the family must learn to accept each other for who they truly are.",Comedy|Drama|Romance
4564,Sex and the City,"When Carrie's big step forward in her relationship goes awry, best friends Charlotte, Miranda and Samantha are there to help her pick up the pieces.",Comedy|Drama|Romance
4481,Manon of the Spring,"In this, the sequel to Jean de Florette, Manon has grown into a beautiful young shepherdess living in the idyllic Provencal countryside. She plots vengeance on the men who greedily conspired to acquire her father's land years earlier.",Drama
4588,"Lust, Caution","During World War II, a secret agent must seduce, then assassinate an official  who works for the Japanese puppet government in Shanghai. Her mission becomes clouded when she finds herself falling in love with the man she is assigned to kill.",Action|Drama|Romance|Thriller
4593,The Discreet Charm of the Bourgeoisie,"In Luis Buñuel’s deliciously satiric masterpiece, an upper-class sextet sits down to dinner but never eats, their attempts continually thwarted by a vaudevillian mixture of events both actual and imagined.",Comedy
4483,The Return of Martin Guerre,"Village of Artigat, southern France, summer 1542, during the reign of Francis I. Martin Guerre and Bertrande de Rols marry. A few years later, accused of having committed a robbery, Martin suddenly disappears. When, almost a decade later, a man arrives in Artigat claiming to be Martin, the Guerre family recognizes him as such; but doubts soon arise about his true identity.",Drama|History
4613,Scorched,"Three mischievous employees of a bank in a small deserted town all make plans to rob it at the same time, however none of them knows about the others.",Comedy|Crime
4595,Jour de Fête,"Jour de Fête tells the story of an inept and easily-distracted French mailman who frequently interrupts his duties to converse with the local inhabitants, as well as inspect the traveling fair that has come to his small community. Influenced by too much wine and a newsreel account of rapid transportation methods used by the United States postal system, he goes to hilarious lengths to speed the delivery of mail while aboard his bicycle.",Comedy
4627,Krabat,"A 14-year-old orphan named Krabat flees the horrors of the 30 Years War by becoming an apprentice to an ominous master of a mysterious mill. Krabat is not only taught the craft of milling, but is also instructed in the sinister world of the darker arts. When the life of his friend and protector is threatened, Krabat must struggle to free himself from an evil sorcerer's control in a gripping fight for freedom, friendship and love.",Action|Fantasy|Horror
4629,December Boys,"For many years, four teenage orphans at an Australian outback convent have watched their younger comrades find new parents, and realize that they may never be adopted. The Reverend Mother sends the four boys away on a seaside vacation, where they meet Teresa and Fearless, a couple who would make perfect parents. The youths compete with one another to be the one Teresa and Fearless decide to adopt.",Drama|Romance
4643,The Guardian,"A high school swim champion with a troubled past enrolls in the U.S. Coast Guard's 'A' School, where legendary rescue swimmer Ben Randall teaches him some hard lessons about loss, love, and self-sacrifice.",Action|Adventure|Drama
4639,Best Seller,"Hit man Cleve approaches writer/cop Dennis about a story for his next book: How Cleve made a living, working for one of the most powerful politicians in the country. To get the story right, they travel around the country to gather statements and evidence, while strong forces use any means they can to keep the story untold.",Action|Crime|Drama|Thriller
4722,Body Snatchers,"When Environmental Protection Agency inspector Steve Malone travels to a remote military base in order to check for toxic materials, he brings his family along for the ride. After arriving at the base, his teenage daughter Marti befriends Jean Platt, daughter of the base's commander, General Platt. When people at the base begin acting strangely, Marti becomes convinced that they are slowly being replaced by plant-like aliens.",Horror|Science Fiction
4771,Gone Baby Gone,"When 4 year old Amanda McCready disappears from her home and the police make little headway in solving the case, the girl's aunt, Beatrice McCready hires two private detectives, Patrick Kenzie and Angie Gennaro. The detectives freely admit that they have little experience with this type of case, but the family wants them for two reasons—they're not cops and they know the tough neighborhood in which they all live.",Crime|Drama|Mystery
4689,Sympathy for Mr. Vengeance,"A deaf man and his girlfriend resort to desperate measures in order to fund a kidney transplant for his sister. Things go horribly wrong, and the situation spirals rapidly into a cycle of violence and revenge.",Action|Drama|Thriller
4482,French Twist,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",Comedy|Romance
4780,Obsession,A wealthy New Orleans businessman becomes obsessed with a young woman who resembles his late wife.,Thriller|Mystery|Drama
4787,Cassandra's Dream,"The tale of two brothers with serious financial woes. When a third party proposes they turn to crime, things go bad and the two become enemies.",Crime|Drama|Thriller
4789,The Garden of the Finzi-Continis,"In 1930s Italy, a wealthy Jewish family tries to maintain their privileged lifestyle, hosting friends for tennis and parties at their villa. As anti-Semitism intensifies under Fascism, they must ultimately face the horrors of the Holocaust.",Drama|History
4808,Charade,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines.",Comedy|Mystery|Romance
4825,Guys and Dolls,"In New York, a gambler is challenged to take a Salvation Army missionary to Havana, and unexpectedly they fall for each other. And the bet has a hidden motive ... classic song and dance ensues!",Comedy|Crime|Romance
4823,Final Analysis,"A psychiatrist becomes romantically involved with the sister of one of his patients, but the influence of her controlling gangster husband threatens to destroy them both.",Drama|Thriller|Romance
4832,The 11th Hour,"A look at the state of the global environment including visionary and practical solutions for restoring the planet's ecosystems. Featuring ongoing dialogues of experts from all over the world, including former Soviet Prime Minister Mikhail Gorbachev, renowned scientist Stephen Hawking, former head of the CIA R. James Woolse",Documentary|Drama|Crime
4835,Male Hunt,"A few stories about marriage and its problems. Antoine is about to marry Gisèle. His friend Julien, an established bachelor, desperately tries to convince him not to do it, recounting his own painful experiences.",Comedy|Romance
4484,La Cage aux Folles,Two gay men living in St. Tropez have their lives turned upside down when the son of one of the men announces he is getting married. They try to conceal their lifestyle and their ownership of the drag club downstairs when the fiancée and her parents come for dinner.,Comedy
4886,And Then There Were None,"Ten strangers are summoned to a remote island and while they are waiting for the mysterious host to appear, a recording levels serious accusations at each of the guests. Soon they start being murdered, one by one. As the survivors try to keep their wits, they reach a disturbing conclusion: one of them must be the killer.",Crime|Drama|Mystery
4837,La Collectionneuse,"A bombastic, womanizing art dealer and his painter friend go to a seventeenth-century villa on the Riviera for a relaxing summer getaway. But their idyll is disturbed by the presence of the bohemian Haydée, accused of being a “collector” of men.",Drama|Romance
4918,The Fourth Protocol,"Led by Kim Philby, Plan Aurora is a plan that breaches the top-secret Fourth Protocol and turns the fears that shaped it into a living nightmare. A crack Soviet agent, placed under cover in a quiet English country town, begins to assemble a nuclear bomb, whilst an MI5 agent attempts to prevent its detonation.",Action|Thriller
4909,The Day of the Jackal,"An international assassin known as ‘The Jackal’ is employed by disgruntled French generals to kill President Charles de Gaulle, with a dedicated gendarme on the assassin’s trail.",Action|Thriller
4917,A Boy and His Dog,"Set in the year 2024 in post-apocalyptic America, 18-year old Vic and his telepathic dog, Blood, are scavengers in the desolate wilderness ravaged by World War IV, where survivors must battle for food and shelter in the desert-like wasteland. Vic and Blood eke out a meager existence, foraging for food and fighting gangs of cutthroats.",Drama|Science Fiction|Comedy
4939,Send Me No Flowers,"When a hypochondriac assumes that he is dying, he makes an elaborate plan to ensure his wife's happiness. However, trouble ensues when she misunderstands his intentions.",Comedy|Romance
4952,Pillow Talk,"Playboy songwriter Brad Allen's succession of romances annoys his neighbor, interior designer Jan Morrow, who shares a telephone party line with him and hears all his breezy routines. After Jan unsuccessfully lodges a complaint against him, Brad sets about to seduce her in the guise of a sincere and upstanding Texas rancher. When mutual friend Jonathan discovers that his best friend is moving in on the girl he desires, however, sparks fly.",Comedy|Romance
4954,Drop Zone,"A daring prison break from an airliner at 30,000 feet leaves U.S. Marshal Pete Nessip mourning a brother and gunning for revenge. After being ordered to turn in his badge, he seeks out Jessie Crossman, a noted skydiver, and offers to sponsor her crew for the annual Independence Day parachuting show in Washington, D.C., if she trains him. Meanwhile, the mastermind behind the mid-air jailbreak is planning a daring computer theft on Independence Day.",Action|Thriller|Crime
4961,Mimic,"A disease carried by common cockroaches is killing Manhattan children. In an effort to stop the epidemic an entomologist, Susan Tyler, creates a mutant breed of insect that secretes a fluid to kill the roaches. This mutant breed was engineered to die after one generation, but three years later Susan finds out that the species has survived and evolved into a large, gruesome monster that can mimic human form.",Horror|Science Fiction
4986,Fuzz,Police in Boston search for a mad bomber trying to extort money from the city.,Comedy|Crime|Drama
5000,Forbidden Games,"Orphaned after a Nazi air raid, Paulette, a young Parisian girl, runs into Michel, an older peasant boy, and the two quickly become close. Together, they try to make sense of the chaotic and crumbling world around them, attempting to cope with death as they create a burial ground for Paulette's deceased pet dog. Eventually, however, Paulette's stay with Michel's family is threatened by the harsh realities of wartime.",Drama|War
5001,Before Night Falls,"Spanning several decades, this powerful biopic offers a glimpse into the life of famed Cuban poet and novelist Reinaldo Arenas, an artist who was vilified for his homosexuality in Fidel Castro's Cuba.",Drama
4973,Under the Sand,"When her husband goes missing at the beach, a female professor begins to mentally disintegrate as her denial of his disappearance becomes delusional.",Drama|Mystery
5052,Topkapi,Arthur Simon Simpson is a small-time crook biding his time in Greece. One of his potential victims turns out to be a gentleman thief planning to steal the emerald-encrusted dagger of the Mehmed II from Istanbul's Topkapi Museum.,Comedy|Crime|Adventure
4972,The Green Butchers,"Svend and Bjarne work for a butcher in a small Danish town. Fed up with their boss' arrogance, they decide to start their own butcher shop. After dismal beginnings, an unfortunate accident happens which coincides with a large order of meat. One hasty decision leads to another and soon the business thrives. In the meantime, Bjarne has to deal with his twin brother who has been in coma for years following a gruesome car accident.",Comedy
4975,Love Is the Devil: Study for a Portrait of Francis Bacon,"In the 1960s, British painter Francis Bacon surprises a burglar and invites him to share his bed. The burglar, a working class man named George Dyer, accepts. After the unique beginning to their love affair, the well-connected and volatile artist assimilates Dyer into his circle of eccentric friends, as Dyer's struggle with addiction strains their bond.",Drama
5061,Don't Lose Your Head,"Amidst the French revolution, Citizen Robespierre is beheading the aristocracy! When word gets to England, noblemen Sir Rodney Ffing and Lord Darcy Pue take it upon themselves to aid their French counterparts. Sir Rodney is a master of disguise, and becomes 'The Black Fingernail' scourge of Camembert and Bidet, leaders of the French secret police.",Comedy
5055,Ashes and Diamonds,"A young academy soldier, Maciek Chelmicki, is ordered to shoot the secretary of the KW PPR. A coincidence causes him to kill someone else. Meeting face to face with his victim, he gets a shock. He faces the necessity of repeating the assassination.  He meets Krystyna, a girl working as a barmaid in the restaurant of the ""Monopol"" hotel. His affection for her makes him even more aware of the senselessness of killing at the end of the war. Loyalty to the oath he took, and thus the obligation to obey the order, tips the scales.",Drama|War|Romance
5121,The Sugarland Express,"Married small-time crooks Lou-Jean and Clovis Poplin lose their baby to the state of Texas and resolve to do whatever it takes to get him back. Lou-Jean gets Clovis out of jail, and the two steal their son from his foster home, in addition to taking a highway patrolman hostage. As a massive dragnet starts to pursue them across Texas, the couple become unlikely folk heroes and even start to bond with the captive policeman.",Crime|Drama
4978,An American Tail,"A young mouse named Fievel and his family decide to migrate to America, a ""land without cats,"" at the turn of the 20th century. But somehow, Fievel ends up in the New World alone and must fend off not only the felines he never thought he'd have to deal with again but also the loneliness of being away from home.",Adventure|Animation|Comedy|Drama|Family
4977,Paprika,"Dr. Atsuko Chiba is a research psychologist who uses a device called the DC Mini to enter her patients' dreams, wherein she adopts the alter-ego ""Paprika"". When the device is stolen, she must stop rogue elements from merging the dream and waking worlds.",Animation|Science Fiction|Thriller
5122,The Day of the Locust,"Hollywood, 1930s. Tod Hackett, a young painter who tries to make his way as an art director in the lurid world of film industry, gets infatuated with his neighbor Faye Greener, an aspiring actress who prefers the life that Homer Simpson, a lone accountant, can offer her.",Drama
5143,Hannah and Her Sisters,"Between two Thanksgivings, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",Comedy|Drama
5156,Bicycle Thieves,"Unemployed Antonio is elated when he finally finds work hanging posters around war-torn Rome. However on his first day, his bicycle—essential to his work—gets stolen. His job is doomed unless he can find the thief. With the help of his son, Antonio combs the city, becoming desperate for justice.",Drama
5146,The In-Laws,"Right before his daughter's wedding, a mild-mannered foot doctor discovers that his new in-laws are international smugglers.",Action|Comedy
5165,L'Avventura,"Claudia and Anna join Anna's lover, Sandro, on a boat trip to a remote volcanic island. When Anna goes missing, a search is launched. In the meantime, Sandro and Claudia become involved in a romance despite Anna's disappearance, though the relationship suffers from guilt and tension.",Drama|Mystery|Romance
5168,To Be and to Have,"The documentary's title translates as ""to be and to have"", the two auxiliary verbs in the French language. It is about a primary school in the commune of Saint-Étienne-sur-Usson, Puy-de-Dôme, France, the population of which is just over 200. The school has one small class of mixed ages (from four to twelve years), with a dedicated teacher, Georges Lopez, who shows patience and respect for the children as we follow their story through a single school year.",Documentary
4985,The Longest Yard,"A football player-turned-convict organizes a team of inmates to play against a team of prison guards. His dilemma is that the warden asks him to throw the game in return for an early release, but he is also concerned about the inmates' lack of self-esteem.",Comedy|Drama|Crime
5179,The Prime of Miss Jean Brodie,A headstrong young teacher in a private school in 1930s Edinburgh ignores the curriculum and influences her impressionable 12-year-old charges with her over-romanticized worldview.,Drama
5203,Wild Orchid,A woman lawyer becomes mesmerized by a self-made millionaire during an encounter in Rio setting off a series of erotic encounters.,Drama|Romance
5185,The Private Life of Sherlock Holmes,"When a bored Sherlock eagerly takes the case of Gabrielle Valladon following an attempt on her life, the search for her missing husband leads to Loch Ness and the legendary monster.",Mystery|Crime|Comedy
5204,Kontroll,A subway enforcement officer working in the oppressively gray Budapest metro gets a chance at love — but first he needs to find out why passengers are jumping — or being pushed — to their deaths onto the tracks.,Comedy|Crime|Drama|Thriller
5205,Pumping Iron,Amateur and professional bodybuilders prepare for the 1975 Mr. Olympia and Mr. Universe contests as five-time champion Arnold Schwarzenegger defends his Mr. Olympia title against Serge Nubret and the shy young Lou Ferrigno.,Documentary
5206,The Boss of It All,"The owner of an Information Technology firm wants to sell his business for profit. The trouble is that when he started his firm he invented a nonexistent company president to hide behind when unpopular steps needed to be taken. When potential purchasers insist on negotiating with the ""Boss"" face to face the owner has to hire a failed actor to play the part.",Comedy
5241,Two Moon Junction,"A young Southern débutante temporarily abandons her posh lifestyle and upcoming, semi-arranged marriage to have a lustful and erotic fling with a rugged drifter who works at a local carnival.",Drama|Romance
5257,The Dish,A group of maverick scientists on a remote Australian sheep farm are the globe's only hope for obtaining the epic images of man's first steps on the moon.,Comedy|Drama|History
5259,The Band's Visit,"A small Egyptian police band travels to Israel to play at the inaugural ceremony of an Arab arts center, only to find themselves stuck in the wrong town.",Comedy|Drama
5289,Chaos,"In Seattle, detective Quentin Conners is unfairly suspended and his partner Jason York leaves the police force after a tragic shooting on Pearl Street Bridge, when the hostage and the criminal die. During a bank heist with a hostage situation, Conners is assigned in charge of the operation with the rookie Shane Dekker as his partner. The thieves, lead by Lorenz, apparently do not steal a penny from the bank. While chasing the gangsters, the police team disclose that they planted a virus in the system, stealing one billion dollars from the different accounts, using the principle of the Chaos Theory. Further, they find that Lorenz is killing his accomplices.",Drama|Action|Crime
5336,"Salò, or the 120 Days of Sodom","Four corrupted fascist libertines round up 9 teenage boys and girls and subject them to 120 days of sadistic physical, mental and sexual torture.",Horror|Drama
5434,Death Smiles on a Murderer,"Greta is a beautiful young woman abused by her brother Franz and left to die in childbirth by her illicit lover, the aristocrat Dr. von Ravensbrück. Bereft with grief, Franz reanimates his dead sister using a formula engraved on an ancient Incan medallion. Greta then returns as an undead avenging angel, reaping revenge on the Ravensbrück family and her manically possessive brother.",Horror
5470,Beowulf,"Beowulf is a wanderer who learns about a man-eating creature called Grendel, which comes in the night to devour warriors trapped at the Outpost. The Outpost is ruled by Hrothgar. He has a daughter, whose husband may have been murdered by the Outpost's master of arms.",Adventure|Fantasy|Action|Horror
5471,Beowulf & Grendel,"The blood-soaked tale of a Norse warrior's battle against the great and murderous troll, Grendel. Heads will roll. Out of allegiance to the King Hrothgar, the much respected Lord of the Danes, Beowulf leads a troop of warriors across the sea to rid a village of the marauding monster.",Action|Adventure|Drama|Fantasy
5488,"I'm a Cyborg, But That's OK","Young-goon, mentally deranged and frequently electro-charging herself with a transistor radio, has been admitted into a mental institution. Firmly believing herself to be a cyborg, she refuses to consume like a human being. Il-soon is another patient, who catches the eye of Young-goon and soon becomes a close friend. Il-soon is now confronted with the biggest task: to cure Young-goon's mental problem and have her eat real food.",Drama|Comedy|Romance
5493,Returner,A young woman from the future forces a local gunman to help her stop an impending alien invasion which will wipe out the human race.,Action|Adventure|Science Fiction
5506,The Ladykillers,Five oddball criminals planning a bank robbery rent rooms on a cul-de-sac from an octogenarian widow under the pretext that they are classical musicians.,Comedy|Crime
5511,Le Samouraï,"After carrying out a flawlessly planned hit, Jef Costello, a contract killer with samurai instincts, finds himself caught between a persistent police investigator and a ruthless employer, and not even his armor of fedora and trench coat can protect him.",Crime|Thriller|Drama
5548,RoboCop,"In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs, the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans, he turns on his masters.",Action|Thriller|Science Fiction
5544,Hiroshima Mon Amour,"The deep conversation between a Japanese architect and a French actress forms the basis of this celebrated French film, considered one of the vanguard productions of the French New Wave. Set in Hiroshima after the end of World War II, the couple -- lovers turned friends -- recount, over many hours, previous romances and life experiences. The two intertwine their stories about the past with pondering the devastation wrought by the atomic bomb dropped on the city.",Drama|History|Romance
5549,RoboCop 2,"After a successful deployment of the RoboCop Law Enforcement unit, OCP sees its goal of urban pacification come closer and closer, but as this develops, a new narcotic known as ""Nuke"" invades the streets led by God-delirious leader Cane. As this menace grows, it may prove to be too much for Murphy to handle. OCP tries to replicate the success of the first unit, but ends up with failed prototypes with suicidal issues... until Dr. Faxx, a scientist straying away from OCP's path, uses Cane as the new subject for the RoboCop 2 project, a living God.",Action|Science Fiction|Thriller
5622,And the Ship Sails On,"In 1914, a cruise ship sets sail from Naples to spread the ashes of beloved opera singer Edmea Tetua near Erimo, the isle of her birth. During the voyage, the eclectic array of passengers discovers a group of Serbian refugees aboard the vessel. Peace and camaraderie abound until the ship is descended upon by an Austrian flagship. The Serbians are forced to board it, but naturally they resist, igniting a skirmish that ends in destruction.",Comedy|Drama
5653,Luther,"During the early 16th century, idealistic German monk Martin Luther, disgusted by the materialism in the church, begins the dialogue that will lead to the Protestant Reformation.",Drama|History
5683,Pee-wee's Big Adventure,"The eccentric and childish Pee-wee Herman embarks on a big adventure when his beloved bicycle is stolen. Armed with information from a fortune-teller and a relentless obsession with his prized possession, Pee-wee encounters a host of odd characters and bizarre situations as he treks across the country to recover his bike.",Comedy|Adventure|Family
5693,Hoosiers,"Failed college coach Norman Dale gets a chance at redemption when he is hired to coach a high school basketball team in a tiny Indiana town. After a teacher persuades star player Jimmy Chitwood to quit and focus on his long-neglected studies, Dale struggles to develop a winning team in the face of community criticism for his temper and his unconventional choice of assistant coach: Shooter, a notorious alcoholic.",Drama|Family
5718,King of California,"Charlie gets released from an insane asylum and moves in with Miranda, the young daughter he left behind. Charlie believes that there is treasure hidden beneath the local Costco, so he puts together a plan to unearth the loot. By convincing Miranda to quit her job at McDonald's and instead work at the wholesale store, he is able to obtain a key. Although Miranda is skeptical, she helps her father with his irrational quest.",Comedy|Drama
5825,National Lampoon's Christmas Vacation,"It's Christmastime, and the Griswolds are preparing for a family seasonal celebration. But things never run smoothly for Clark, his wife Ellen, and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going, knowing that his Christmas bonus is due soon.",Comedy
5846,Sky High,"A serial-murderer is on the loose who just so happens to also be removing the hearts of his victims and taking them with him. His victims however, are not merely random humans as thought by the police. They are in fact, the past and present guardians of the gateway of the afterlife.On the day he is to be married, Detective Kanzaki, who happens to be on the case, discovers that his fiancé Mina has been murdered with her heart also missing. He also learns that the killers are Kudo, a geneticist, and his evil secretary Rei. The two are trying to obtain six hearts from the guardians so that they may call forth a horde of demons from the Gate of Rage and have their every desire granted. Only problem is, once they open the gate the entire world will be covered in darkness.",Action|Adventure|Fantasy|Drama
5757,Man of the Year,"First-time director Dirk Shafer also penned this raucous ""mockumentary,"" a blend of fact and fiction that re-creates his 1992 reign as Playgirl magazine's Centerfold of the Year. When Shafer chooses to keep the fact that he's gay a secret from the magazine's editors, he finds himself living the ultimate lie -- and incapable of giving female readers what they really want. Will he succumb to his lover's pressures to come out of the closet?",Comedy
5857,I Know Who Killed Me,"An idyllic small town is rocked when Aubrey Fleming, a bright and promising young woman, is abducted and tortured by a sadistic serial killer. When she manages to escape, the traumatized girl who regains consciousness in the hospital insists that she is not who they think she is and that the real Aubrey Fleming is still in mortal danger.",Thriller|Horror|Mystery
5698,The Great Train Robbery,"After the train station clerk is assaulted and left bound and gagged, then the departing train and its passengers robbed, a posse goes in hot pursuit of the fleeing bandits.",Western|Crime|Action|Adventure
5709,Amazon Women on the Moon,"Centered on a television station which features a 1950s-style sci-fi movie interspersed with a series of wild commercials, wacky shorts and weird specials, this lampoon of contemporary life and pop culture skewers some of the silliest spectacles ever created in the name of entertainment.",Comedy|Science Fiction
5781,That Obscure Object of Desire,"After dumping a bucket of water on a beautiful young woman from the window of a train car, wealthy Frenchman Mathieu, regales his fellow passengers with the story of the dysfunctional relationship between himself and the young woman in question, a fiery 19-year-old flamenco dancer named Conchita. What follows is a tale of cruelty, depravity and lies -- the very building blocks of love.",Comedy|Drama|Romance
5879,In the Realm of the Senses,"A passionate telling of the story of Sada Abe, a woman whose affair with her master led to an obsessive and ultimately destructive sexual relationship.",Drama|Romance
5889,Azumi,"In war-torn Japan, the Tokugawa Shogun, desperate to restore peace to his people, orders the assassination of the hostile warlords. A beautiful young woman is raised from birth with nine other orphans, to become an assassin. Her name is Azumi, the ultimate assassin.",Adventure|Drama|Action|Thriller|Romance
5894,Blue in the Face,"A wacky group of locals visit the neighborhood cigar shop, looking for good times and finding plenty of hilarious fun. But when the greedy owner threatens to close the shop for good and turn it into a trendy vegetarian restaurant, the neighborhood proves they'll do just about anything to save their favorite hangout.",Comedy
5910,Fireworks,"Beleaguered police detective Nishi takes desperate measures to try and set things right in a world gone wrong. With his wife suffering from leukemia and his business partner paralyzed from a brutal gangster attack, Nishi borrows from a yakuza loan shark and then robs a bank to clear his debt.",Crime|Drama
5916,The Getaway,A recently released ex-convict and his loyal wife go on the run after a heist goes wrong.,Action|Crime|Drama|Thriller
5917,Tom Horn,A renowned former army scout is hired by ranchers to hunt down rustlers but finds himself on trial for the murder of a boy when he carries out his job too well. Tom Horn finds that the simple skills he knows are of no help in dealing with the ambitions of ranchers and corrupt officials as progress marches over him and the old west.,Western|Action|Drama
5919,The Towering Inferno,"At the opening party of a colossal—but poorly constructed—skyscraper, a massive fire breaks out, threatening to destroy the tower and everyone in it.",Action|Drama|Thriller
5921,Nevada Smith,"Nevada Smith is the alias of Max Sand, the son of an Indian mother and American father. When they are killed by three men over gold, Nevada sets out to avenge them. The young man is taken in by a gun merchant who shows him how to shoot, on time and correctly.",Western
5923,The Sand Pebbles,"Engineer Jake Holman arrives aboard the gunboat USS San Pablo, assigned to patrol a tributary of the Yangtze in the middle of exploited and revolution-torn 1926 China. His iconoclasm and cynical nature soon clash with the 'rice-bowl' system which runs the ship and the uneasy symbiosis between Chinese and foreigner on the river. Hostility towards the gunboat's presence reaches a climax when the boat must crash through a river-boom and rescue missionaries upriver at China Light Mission.",Drama|War
5801,Pather Panchali,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work. Alone, his wife, Sarbojaya, looks after her rebellious daughter, Durga, and her young son, Apu, as well as Harihar's elderly aunt Indir. The children enjoy the small pleasures of their difficult life, while their parents suffer the daily indignities heaped upon them.",Drama|History
5924,Papillon,"A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",Crime|Drama
5951,The Jane Austen Book Club,"Six Californians start a club to discuss the works of Jane Austen. As they delve into Austen's literature, the club members find themselves dealing with life experiences that parallel the themes of the books they are reading.",Comedy|Romance
5961,Fanny and Alexander,"As children in the loving Ekdahl family, Fanny and Alexander enjoy a happy life with their parents, who run a theater company. After their father dies unexpectedly, however, the siblings end up in a joyless home when their mother, Emilie, marries a stern bishop. The bleak situation gradually grows worse as the bishop becomes more controlling, but dedicated relatives make a valiant attempt to aid Emilie, Fanny and Alexander.",Fantasy|Drama|Mystery
5967,The Umbrellas of Cherbourg,"This simple romantic tragedy begins in 1957. Guy Foucher, a 20-year-old French auto mechanic, has fallen in love with 17-year-old Geneviève Emery, an employee in her widowed mother's chic but financially embattled umbrella shop. On the evening before Guy is to leave for a two-year tour of combat in Algeria, he and Geneviève make love. She becomes pregnant and must choose between waiting for Guy's return or accepting an offer of marriage from a wealthy diamond merchant.",Drama|Romance
5842,Versus,"A group of ruthless gangsters, an unknown woman and an escaped convict have met, in The Forest of Resurrection, the 444th portal to the other side. Their troubles start when those once killed and buried in the forest come back from the dead.",Horror|Fantasy|Action|Thriller|Adventure
5968,The Woman in Red,"When a happily married family man, who would never consider an affair, meets a beautiful woman in red, he is totally infatuated and desperate to make her acquaintance. However, as he tries out various schemes to sneak out to meet her, he realizes that adultery is not quite as easy as it looks.",Comedy|Romance
